gpu_name RTX_4090
mean_duration 3.7388517474463594
relevance_pass_rate 0.6900890437475803
bert_raw_avg -0.021515574882106543
bert_pass_rate 0.6993805652342238
mpnet_raw_avg 0.5387178232306178
mpnet_pass_rate 0.7491289198606271
dpo_mean -12.437368430603948
dpo_norm_mean 0.3889883635143785
rlhf_mean -0.6644312047948621
rlhf_mean_norm 0.2113055735941871
reciprocate_reward_mean -0.6821674106164534
reciprocate_reward_mean_norm 0.1986882908892087
total_reward 0.17999263062910323
total_reward 0.17999263062910323
total_reward_excluding_relevance 0.260825225758751
